,0,neg,neu,pos,compound
746,['TMobile Galaxy Note 8 gets its Pie One UI update '],0.0,1.0,0.0,0.0
747,['DEAL Unlocked Galaxy S9 on sale for 499 S9 for 599 100 off '],0.0,1.0,0.0,0.0
748,['Verizon Galaxy S10 S10 and S10e All Receive New Update'],0.0,1.0,0.0,0.0
749,['US Unlocked Galaxy S8 S8 and Note 8 Now Receiving Pie and One UI Update'],0.0,1.0,0.0,0.0
750,['A Smaller Galaxy Note 10 Yes Please galaxynote10 '],0.0,0.583,0.417,0.6124
751,['US unlocked Galaxy S8 S8 and Note 8 grabbed their Pie One UI updates today'],0.0,1.0,0.0,0.0
752,['Ready to have your choice in Galaxy Note 10 models'],0.0,1.0,0.0,0.0
753,['Which Galaxy S10 Should You Buy galaxys10 '],0.0,1.0,0.0,0.0
754,['Dont know which Galaxy S10 to buy We can help '],0.0,0.787,0.213,0.4019
755,['Samsung Galaxy A80 Trades Notches and Cutouts for PopUp Flippy Camera'],0.0,1.0,0.0,0.0
756,['Galaxy A80 comes with popup flippy camera action '],0.0,1.0,0.0,0.0
757,['Samsung Says You Should SignUp Today to be First in Line to Purchase Galaxy Fold galaxyfold '],0.0,1.0,0.0,0.0
758,['Invitations to purchase Samsungs 1980 Galaxy Fold apparently roll out tomorrow '],0.0,1.0,0.0,0.0
759,['Galaxy Fold Reservations are Now Open galaxyfold '],0.0,1.0,0.0,0.0
760,['Hows Your Experience Been With Samsungs TradeIn Program galaxys10 '],0.0,1.0,0.0,0.0
761,['Galaxy Fold preorders are live galaxyfold '],0.0,1.0,0.0,0.0
762,['Samsungs Galaxy Fold has Support for All Major US Carriers Bands galaxyfold '],0.0,0.816,0.184,0.4019
763,['Verizon Galaxy Note 9 Receiving April Security Patch'],0.0,0.714,0.286,0.34
764,['Early adopters you can preorder the Galaxy Fold'],0.0,1.0,0.0,0.0
765,['Samsungs Galaxy Fold has support for all major US carrier bands '],0.0,0.803,0.197,0.4019
766,['RT  Heres my first handson with the Samsung Galaxy Fold GalaxyFold '],0.0,1.0,0.0,0.0
767,['Is the Galaxy Fold bad']--------------,0.0,1.0,0.0,0.0
768,['Samsung Quickly Sold Out of the 2000 Galaxy Fold galaxyfold '],0.0,1.0,0.0,0.0
769,['Galaxy Fold Review Units are Breaking GalaxyFold '],0.0,1.0,0.0,0.0
770,['If You Buy a Galaxy Fold Dont Remove Its Protective Layer galaxyfold '],0.0,1.0,0.0,0.0
771,['Uh oh Galaxy Fold review units are breaking '],0.0,1.0,0.0,0.0
772,['If youre buying a Galaxy Fold heres what NOT to do '],0.0,1.0,0.0,0.0
773,['Bright Night will now be a standalone camera mode on the Galaxy S10 '],0.0,1.0,0.0,0.0
774,['DEAL Samsung Offering Instant 300 Off Galaxy S10 With Trade galaxys10 '],0.0,1.0,0.0,0.0
775,['Samsung Galaxy Fold launch events delayed in China '],0.192,0.808,0.0,-0.2263
776,['Samsung Might Have Delayed the Galaxy Fold galaxyfold '],0.192,0.808,0.0,-0.2263
777,['Samsung confirms Galaxy Fold delay as it investigates and runs internal tests '],0.161,0.839,0.0,-0.3182
778,['Samsung Galaxy View 2 Looks Way Better Than the Original'],0.0,0.734,0.266,0.4404
779,['Samsung officially delays launch of the Galaxy Fold '],0.0,1.0,0.0,0.0
780,['Samsungs Galaxy View 2 looks pretty good when compared to the original '],0.0,0.517,0.483,0.8126
781,['ATampT Unveils Galaxy View 2 on YouTube a 173 FHD Display Behemoth'],0.0,1.0,0.0,0.0
782,['Galaxy Fold Gets a Teardown an Accident Waiting to Happen'],0.279,0.721,0.0,-0.4767
783,['We now have specs and pricing for the Galaxy View 2 on ATampT Available this Friday for 37month on ATampT Next '],0.0,1.0,0.0,0.0
784,['Galaxy Fold teardown reveals its quite a fragile device '],0.0,1.0,0.0,0.0
785,['Get Ready for Verizon Galaxy S10 5G PreOrders and Bonuses galaxys105g '],0.0,0.621,0.379,0.7269
786,['Verizons Galaxy S10 5G starts at 1300'],0.0,1.0,0.0,0.0
787,['Verizon CEO Galaxy Note 10 Will Have 5G'],0.0,1.0,0.0,0.0
788,['Galaxy S10 5G is up for preorder for those who are fortunate enough to live near 5G '],0.0,0.854,0.146,0.4404
789,['Verizon CEO says Galaxy Note 10 will have 5G '],0.0,1.0,0.0,0.0
790,['We discussed the Galaxy Fold drama on the DL Show this week '],0.0,1.0,0.0,0.0
791,['DEAL Samsung Will Still Give You 200 Off the Galaxy S10 for Trading in Any Smartphone galaxys10 '],0.0,1.0,0.0,0.0
792,['DEAL Buy Unlocked Galaxy S9 or S9 Get a Free 512GB SD Card and Wireless Charger galaxys9 '],0.0,0.829,0.171,0.5106
793,['Samsung is Still Trying to Fix the Galaxy Fold Asks if People Want to Keep PreOrders galaxyfold '],0.0,0.929,0.071,0.0772
794,['Verizon Galaxy S10 S10 S10e Updated With April Security Patch'],0.0,0.789,0.211,0.34
795,['DEAL US Unlocked Galaxy S10 S10 and S10e All at Least 100 Off at Amazon galaxys10 '],0.0,0.904,0.096,0.1779
796,['Samsungs Galaxy Fold is Ready to Return galaxyfold '],0.0,0.762,0.238,0.3612
797,['DEAL Samsung Ups Tradein Offer to 400 Off Galaxy S10 galaxys10 '],0.0,1.0,0.0,0.0
798,['Samsung Galaxy Fold supposedly ready to make a comeback '],0.0,0.762,0.238,0.3612
799,['Samsung ups its tradein offer to 400 off a Galaxy S10 '],0.0,1.0,0.0,0.0
800,['Bye Bye Galaxy S10 Hello OnePlus 7 Pro'],0.0,1.0,0.0,0.0
801,['Ill be leaving the Galaxy S10 for the OnePlus 7 Pro '],0.0,1.0,0.0,0.0
802,['Verizons Galaxy S10 5G is Now Available Without Much of a 5G Network galaxys105g '],0.0,1.0,0.0,0.0
803,['Verizon Galaxy S10 5G now available for purchase instore but there still isnt much of a 5G network to connect to '],0.0,1.0,0.0,0.0
804,['Verizon Galaxy S10 Family Gets May Security Patch Camera Enhancements'],0.0,0.789,0.211,0.34
805,['Mmm Heres the Galaxy S10 in Cardinal Red'],0.0,1.0,0.0,0.0
806,['We Hope Samsungs New 5x Optical Zoom Lens Ships With the Galaxy Note 10'],0.0,0.818,0.182,0.4404
807,['Galaxy S10 in Cardinal Red Yes please '],0.0,0.545,0.455,0.6124
808,['With Still No Word From Samsung Best Buy Cancels All Galaxy Fold PreOrders'],0.224,0.546,0.23,0.2732
809,['Samsung Loves Its Hole Punches Shares Free DisneyPixar Wallpapers for Galaxy S10 galaxys10 '],0.0,0.545,0.455,0.8481
810,['Report Galaxy Fold Release in June is Unlikely'],0.0,1.0,0.0,0.0
811,['TMobile Galaxy S8 S8 and Note 8 Updated With May Security Patch'],0.0,0.806,0.194,0.34
812,['Its looking unlikely that the Galaxy Fold will launch in June '],0.0,1.0,0.0,0.0
813,['Not Back Galaxy Note 10 Reportedly Ditches Headphone Jack All Buttons galaxynote10 '],0.0,1.0,0.0,0.0
814,['DEAL Unlocked 256GB Galaxy S10e is 650 Right Now Others 200 Off Too galaxys10 '],0.0,1.0,0.0,0.0
815,['Today is Galaxy Day MonthLong Celebration With Deals and Promos From Samsung'],0.0,1.0,0.0,0.0
816,['Samsung Galaxy Home Launch Still Happening Scheduled for Q3'],0.0,1.0,0.0,0.0
817,['Samsung celebrates 10th anniversary of Galaxy with deals and promos '],0.0,0.73,0.27,0.5719
818,['Galaxy Home apparently scheduled for launch in Q3 '],0.0,1.0,0.0,0.0
819,['Galaxy Note 10 CAD Renders Detail Headphone JackLess Centered Display Cutout Beast Phone'],0.0,1.0,0.0,0.0
820,['Verizons Galaxy S9 S9 Get RCS Support and Proves That RCS is Dumb'],0.0,0.816,0.184,0.4019
821,['Galaxy Note 10 renders confirm no headphone jack but weve got buttons galaxynote10 '],0.11,0.89,0.0,-0.1531
822,['Verizons Galaxy S9 S9 get RCS ']------,0.0,1.0,0.0,0.0
823,['ATampT Business Customers Can Get the Galaxy S10 5G Starting June 17'],0.0,1.0,0.0,0.0
824,['DEAL All Unlocked Galaxy S10 Models are 300 Off at Best Buy galaxys10 '],0.0,0.756,0.244,0.6369
825,['Samsung Galaxy Fit Activity Tracker Now Available for 99'],0.0,0.762,0.238,0.3612
826,['DEAL Samsung Galaxy Buds are 9999 at Verizon 30 Off'],0.0,1.0,0.0,0.0
827,['Verizon Galaxy S9 S9 Updated to June Security Patch'],0.0,0.769,0.231,0.34
828,['Samsung Most Galaxy Fold Display Issues Ironed Out Ready for Launch'],0.0,0.8,0.2,0.3612
829,['Samsung irons out most Galaxy Fold issues is ready to release it to market '],0.0,0.848,0.152,0.3612
830,['Galaxy Note 10 Could Feature ThreeStage Variable Aperture Camera'],0.0,1.0,0.0,0.0
831,['Galaxy Note 10 rumored to feature camera with threestage variable aperture '],0.0,1.0,0.0,0.0
832,['Galaxy S7 and Galaxy S7 Edge Drop From Quarterly to Regular Security Updates'],0.135,0.71,0.155,0.0772
833,['Friday Phone Deals Galaxy S10 at 300 Off Pixel 3 XL Up to 220 Off galaxys10 '],0.0,1.0,0.0,0.0
834,['TMobile to Sell the Galaxy S10 5G in Select Cities on June 28'],0.0,1.0,0.0,0.0
835,['mophies 99 Juice Packs for Galaxy S10 Lineup Offer Up to 2500mAh in Extra Battery Life'],0.0,1.0,0.0,0.0
836,['DEAL Get MNML Cases for Pixel 3 Galaxy S10 for 1499 With Code 12 Off'],0.0,1.0,0.0,0.0
837,['mophies 99 Juice Packs are a go for the Galaxy S10 lineup '],0.0,1.0,0.0,0.0
838,['Giveaway Win 1 of 5 mophie Juice Pack Cases for Your Galaxy S10'],0.0,0.725,0.275,0.5859
839,['Shaky Camera Returns Heres the Galaxy Note 10'],0.0,1.0,0.0,0.0
840,['Friday Phone Deals Pixel 2 XL for 10mo BOGO Galaxy S10'],0.0,1.0,0.0,0.0
841,['This is what the Samsung Galaxy Watch Active 2 could look like  '],0.0,0.658,0.342,0.6369
842,['The Galaxy Fold release date is still unconfirmed as Samsung CEO asks give us a little more time '],0.081,0.919,0.0,-0.128
843,['DEAL Samsung Goes Wild With Trades Toward Galaxy S10 350Off for a Galaxy S8 galaxys10 '],0.0,1.0,0.0,0.0
844,['Samsung CEO admits the Galaxy Fold was released before it was ready  '],0.0,0.701,0.299,0.5719
845,['This Might Shock You but the Samsung Galaxy Fold was Rushed galaxyfold '],0.13,0.87,0.0,-0.2023
846,['Samsung is offering really solid tradein values for older phones like 350 for the Galaxy S8'],0.0,0.639,0.361,0.7474
847,['Invites Rolling Out Galaxy Note 10 Arrives August 7'],0.0,1.0,0.0,0.0
848,['Samsungs Galaxy Fold was pushed out too early guys galaxyfold '],0.0,1.0,0.0,0.0
849,['We know when the Galaxy Note 10 will be announced'],0.0,1.0,0.0,0.0
850,['Verizon Galaxy S10 S10 and S10e Grab New Updates With Performance Improvements galaxys10 '],0.0,0.85,0.15,0.3182
851,['Samsung finally bringing Night photo mode to US Galaxy S10 phones  '],0.0,1.0,0.0,0.0
852,['Samsung Galaxy Fold has apparently been fixed  '],0.0,1.0,0.0,0.0
853,['Samsung is getting sued by the Australian consumer watchdog for its misleading Galaxy phones ads '],0.153,0.847,0.0,-0.4019
854,['Samsung Galaxy Watch Active 2 may have two major Apple Watch 4 features  '],0.0,0.803,0.197,0.4019
855,['Leaked Samsung Galaxy Watch Active 2 images show barely any changes  '],0.0,0.787,0.213,0.4019
856,['Samsung Galaxy S10 vs S10 Plus vs S10e which Samsung flagship will suit your needs  '],0.0,0.915,0.085,0.1027
857,['Leaked Galaxy Note 10 and Note 10 Pro case photos highlight their differences  '],0.0,0.844,0.156,0.34
858,['Samsung may release Galaxy Watch 2 before the Watch Active 2 after all  '],0.0,0.803,0.197,0.4019
859,['This is the Galaxy Note 10']----------,0.0,1.0,0.0,0.0
860,['Pujie Black Available for Samsung Galaxy Wearables'],0.0,1.0,0.0,0.0
861,['Rumors suggest the Samsung Galaxy Watch 2 is coming later this year  heres what we know so far '],0.0,1.0,0.0,0.0
862,['Heres the Galaxy Note 10 ']-----------,0.0,1.0,0.0,0.0
863,['Galaxy Note 10 Stops at the FCC Dancing the No Headphone Jack Dance galaxynote10 '],0.226,0.774,0.0,-0.4215
864,['Samsung Galaxy Watch Active 2 leaked in official render  '],0.192,0.583,0.225,0.1027
865,['DEAL Unlocked Galaxy S10 Line is 200500 Off Right Now galaxys10 '],0.0,1.0,0.0,0.0
866,['Galaxy S10 S10 now start at 300 off for Prime Day'],0.0,1.0,0.0,0.0
867,['Expect One UI 20 With Android Q Version 21 With Galaxy S11'],0.0,1.0,0.0,0.0
868,['The Galaxy Watch Active 2 is on its way soon '],0.0,0.769,0.231,0.4019
869,['Samsung Galaxy Note 10 may miss out on this new gamingfocused chipset  '],0.118,0.882,0.0,-0.1531
870,['Samsung Galaxy S11 camera looks increasingly likely to get allnew 64MP sensor  '],0.0,1.0,0.0,0.0
871,['  has officially taken the wraps off the Galaxy A80 smartphone in India and has priced the deviceRs 4799 '],0.0,1.0,0.0,0.0
872,['Samsung Galaxy Tab S6 leak offers more proof of rearmounted magnetic S Pen  '],0.167,0.833,0.0,-0.34
873,['Samsung Readying 12Gb LPDDR5 Mobile DRAM for Galaxy Note 10'],0.0,1.0,0.0,0.0
874,['Our review of the Samsung Galaxy A80  Samsungs new midrange smartphone with a novel popup camera panel '],0.0,0.874,0.126,0.3182
875,['Report Galaxy Fold Ready for Launch Following Latest Durability Tests'],0.0,0.783,0.217,0.3612
876,['Galaxy Fold aced its latest tests and is ready for launch according to report '],0.0,0.848,0.152,0.3612
877,['Samsung Galaxy Space could be the companys next 2in1 laptop  '],0.0,1.0,0.0,0.0
878,['Here are the US Galaxy Note 10 Network Bands galaxynote10 '],0.0,1.0,0.0,0.0
879,['Visible Adds WiFi Calling Capability for Galaxy S9 S9'],0.0,1.0,0.0,0.0
880,['Are we finally going to see the  GalaxyFold launch soon '],0.0,1.0,0.0,0.0
881,['Galaxy Note 10 Note 10 Specs Reported to Include a Processor Display and Possibly Internal Storage'],0.0,1.0,0.0,0.0
882,['Samsung Galaxy Note 10 Pro sounds allpowerful in this new specs leak  '],0.167,0.833,0.0,-0.34
883,['Samsungs Galaxy Watch Active Gets a Big Ol Update'],0.0,0.722,0.278,0.4019
884,['Samsung Galaxy Note 10 Plus may have five rear cameras Note 10 just three  '],0.0,1.0,0.0,0.0
885,['Samsung Galaxy Watch Active 2 leak hints its coming earlier than expected  '],0.159,0.662,0.179,0.0772
886,['Verizon Galaxy S7 S7 Edge S8 S8 and Note 8 Get Updated Security Patches'],0.0,0.833,0.167,0.34
887,['Official Samsungs Galaxy Fold is ReLaunching in September galaxyfold '],0.0,1.0,0.0,0.0
888,['Samsung Galaxy Fold release date the fixed version will launch in September  '],0.0,1.0,0.0,0.0
889,['The  GalaxyA10s is said to be powered by an Exynos chipset with a clock speed of 16GHz '],0.0,1.0,0.0,0.0
890,['Samsung GalaxyA80 with a rotating camera is now open for prebooking on  and the company website '],0.0,1.0,0.0,0.0
891,['Samsung Galaxy Note 10 could have a smarter camera than Galaxy S10  '],0.0,0.786,0.214,0.4588
892,['RT  Samsung says the Galaxy Fold will go on sale in September after faulty screens delayed the launch '],0.198,0.802,0.0,-0.4939
893,['Galaxy Note 10 5G for Verizon Disclosed Appears to be Limited Time Exclusive'],0.137,0.863,0.0,-0.2263
894,['Samsung Galaxy Watch Active update will make it easier to use  '],0.0,0.645,0.355,0.6705
895,['TMobile Wont Sell the Galaxy Fold']---,0.0,1.0,0.0,0.0
896,['The Samsung Galaxy Fold is bound for September  at least in some places  '],0.0,1.0,0.0,0.0
897,['Galaxy Fold is almost ready for its comeback in September'],0.0,0.803,0.197,0.2975
898,['TMobile is done with the Galaxy Fold'],0.0,1.0,0.0,0.0
899,['Galaxy Note 10 Launch Day is August 23 Reservations Now Open With 600 Off for TradeIns galaxynote10 '],0.0,1.0,0.0,0.0
900,['A new colour variant of the GalaxyNote10 series has leaked and its a gorgeous gradient of white blue purple and '],0.095,0.741,0.165,0.4019
901,['DEAL All Unlocked Galaxy S10 Phones are 400500 Off at Best Buy Today galaxys10 '],0.0,0.769,0.231,0.6369
902,['Heres the Galaxy Watch Active 2 Thanks to the FCC galaxywatchactive2 '],0.0,0.616,0.384,0.6808
903,['Dont miss this weeks show We covered the TMoSprint merger Galaxy Note 10 and Pixel 4 '],0.096,0.904,0.0,-0.1531
904,['Hi Galaxy Watch Active 2 ']-----------,0.0,0.597,0.403,0.4019
905,['This new colour variant for the  Galaxy Buds will be called Aura Glow and it will come in a silver case'],0.0,1.0,0.0,0.0
906,['It appears  in an effort to compete with GalaxyFold had rushed its signature product the MateX '],0.0,1.0,0.0,0.0
907,['New images of the upcoming Galaxy Watch Active 2 leak out  '],0.17,0.638,0.191,0.0772
908,['Verizons Galaxy Note 10 5G has Been Tested GalaxyNote10 '],0.0,1.0,0.0,0.0
909,['Samsung Galaxy Note 10 Plus confirmed by Samsung itself  '],0.0,1.0,0.0,0.0
910,['Verizons Galaxy Note 10 5G has been tested '],0.0,1.0,0.0,0.0
911,['Recent leaks suggest that GalaxyNote10 might hit the retail stores on 23 August  '],0.0,1.0,0.0,0.0
912,['Samsung Galaxy Tab S6 might feature an AMOLED display and latest Qualcomm Snapdragon 855 chipset Read more details '],0.0,1.0,0.0,0.0
913,['Samsung to Announce Galaxy Tab S6 Watch Active 2 Prior to Note 10 Event'],0.0,0.816,0.184,0.4019
914,['Samsungs giving us a couple of early gifts ahead of the Note 10 launch on Aug 7 Today well see a new Galaxy Tab '],0.0,0.816,0.184,0.5423
915,['Samsung Galaxy Tab S6 live stream how to watch the big tablet launch live  '],0.0,1.0,0.0,0.0
916,['These could be the names of the 2020 Samsung Galaxy Aseries phones  '],0.0,1.0,0.0,0.0
917,['Samsungs Galaxy Tab S6 is a 649 Tablet in a World Without Many Android Tablets'],0.0,1.0,0.0,0.0
918,['Samsung GalaxyA80 is now on sale It comes with a flip camera 3700 mAh battery more Before you make the purcha '],0.0,1.0,0.0,0.0
919,['From Samsung GalaxyM40 to RedmiY3 here are all the smartphones will be available on discount during the upcoming '],0.0,1.0,0.0,0.0
920,['Latest Samsung Galaxy Watch Active 2 leaks give us the best look at it yet  '],0.0,0.653,0.347,0.7845
921,['Samsung Galaxy Note 10 Plus 5G version could go on sale on August 23  '],0.0,1.0,0.0,0.0
922,['The 5G variant of the upcoming Samsung GalaxyNote10Plus gets an unofficial release date '],0.0,1.0,0.0,0.0
923,['The Big Galaxy Note 10 Leak is Here']-,0.255,0.745,0.0,-0.34
924,['Verizons Galaxy S10 Family Grabs Pair of Updates'],0.0,1.0,0.0,0.0
925,['Heres the Galaxy Note 10 in Most of Its Pretty Colors'],0.0,0.743,0.257,0.5367
926,['Samsung Galaxy Tab S6 vs Samsung Galaxy Tab S4 is the new pro tablet worth the full price  '],0.0,0.905,0.095,0.2263
927,['Planning on buying a new Samsung device With 256GB of memory for the price of 64 this Samsung Galaxy S9 Plus deal '],0.0,1.0,0.0,0.0
928,['This is probably the biggest Galaxy Note 10 leak of all '],0.179,0.821,0.0,-0.34
929,['Galaxy Note 10 in some pretty colors '],0.0,0.686,0.314,0.4939
930,['New Samsung Galaxy Note 10 leak all but confirms lack of headphone jack '],0.279,0.721,0.0,-0.5647
931,['Samsung Galaxy Note 10 price might not be any higher than Note 9  '],0.0,1.0,0.0,0.0
932,['Samsung Galaxy Note 10 colors leak shows less exciting options than Note 9  '],0.147,0.675,0.178,0.1298
933,['Samsung Galaxy Note 10 Plus 5G version could go on sale on August 23  '],0.0,1.0,0.0,0.0
934,['Samsung is watering down the Note line with the Galaxy Note 10'],0.0,1.0,0.0,0.0
935,['These could be the names of the 2020 Samsung Galaxy Aseries phones  '],0.0,1.0,0.0,0.0
936,['Images of Samsungs upcoming Galaxy Book S laptop leak out  '],0.211,0.789,0.0,-0.34
937,[' may unveil the Exynos 9825 chipset on 7 AugustGalaxyUnpacked '],0.0,1.0,0.0,0.0
938,['Samsung Galaxy Tab S6 is official and could be a true iPad Pro rival  '],0.0,0.823,0.177,0.4215
939,['Samsung Galaxy Note 10 price might not be any higher than Note 9  '],0.0,1.0,0.0,0.0
940,['JUST ANNOUNCED Samsung Galaxy Watch Active 2 has a rotating bezel that doesnt rotate  '],0.0,0.816,0.184,0.4019
941,['Samsung Galaxy Watch Active 2 Official Priced Starting at 279 With PreOrders in September'],0.0,0.816,0.184,0.4019
942,['  brand new GalaxyWatchActive2 brings back bezel control without a rotating physical bezel '],0.0,1.0,0.0,0.0
943,['Samsung Galaxy Tab S6 vs iPad Pro 2018 clash of the professional tablets  '],0.0,1.0,0.0,0.0
944,['Verizon Galaxy S9 S9 and Note 9 Getting Dark Mode Camera Update'],0.0,1.0,0.0,0.0
945,['Samsung Galaxy Note 10 range leaked three times over including by Samsung itself  '],0.15,0.85,0.0,-0.3182
946,['Samsungs Galaxy Watch Active 2 is now official launches next month '],0.0,0.787,0.213,0.4019
947,['With just a day to go for the launch of the  GalaxyNote10Plus  points out the improvemen '],0.0,1.0,0.0,0.0
948,['Samsung Galaxy Note 10 official photo and specs leaked  '],0.204,0.796,0.0,-0.3182
949,['Heres a Galaxy Note 10 Note 10 Official Feature Leak galaxynote10 '],0.194,0.806,0.0,-0.34
950,['Samsung Galaxy Watch Active 2 vs Apple Watch 4 which smartwatch is for you  '],0.0,0.816,0.184,0.4019
951,['Hours ahead of the official GalaxyUnpacked launch variants and pricing of the GalaxyNote10 smartphones have lea '],0.0,1.0,0.0,0.0
952,['A few more hours to go for the GalaxyUnpacked event to kick off But before that here is a wrap of all the design '],0.0,1.0,0.0,0.0
953,['Samsung GalaxyUnpacked event will be held on 8 August at 100 am IST here is how you can watch it live '],0.0,1.0,0.0,0.0
